"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"1","Alabama A & M University","Normal","AL","City","Public",20809,0.9300000072,0.8100000024,0.5299999714,0.8600000143,0.0299999993,46.8400001526,47.9799995422,3.7899999619,1.4800000191,0.6325957148,0.172110994,0.0994028802,0.0579557429,0.0379346681,NA,361.891446885773,26100,29600,30300,33800,35300,25000,27000,35200,35400
"2","University of Alabama at Birmingham","Birmingham","AL","City","Public",22232,0.9200000167,0.5899999738,0.6499999762,0.6499999762,0.1099999994,69.0199966431,27.7600002289,2.0299999714,1.1000000238,0.450312437,0.1664986898,0.1370691393,0.1251763757,0.1209433582,NA,222.304745944118,37400,40000,42100,44500,46300,35200,41100,42200,53200
"3","Amridge University","Montgomery","AL","City","Private",12133,0.9700000286,0.6999999881,0.5099999905,0.0799999982,0.6200000048,70.8799972534,22.5300006866,6.9400000572,1.2899999619,0.7912087912,0.1318681319,0.0366300366,NA,NA,NA,237.814379382079,38500,38700,39300,42400,42100,31200,44400,33000,48600
"4","University of Alabama in Huntsville","Huntsville","AL","City","Public",20999,0.9200000167,0.6000000238,0.5500000119,0.6100000143,0.1700000018,76.3799972534,18.9799995422,2.5499999523,1.4199999571,0.4121435143,0.1494940202,0.1384544618,0.1375344986,0.1623735051,NA,242.984257194733,39300,43400,45800,50200,52700,36700,42100,45800,61300
"5","Alabama State University","Montgomery","AL","City","Public",18100,0.9399999976,0.8500000238,0.5699999928,0.8299999833,0.0299999993,42.6899986267,52.3199996948,4.0900001526,1.4099999666,0.6416231418,0.1647247891,0.1048613901,0.0490156689,0.03977501,NA,331.813097771753,21200,25200,26400,29400,30700,21400,21100,30500,30900
"6","The University of Alabama","Tuscaloosa","AL","City","Public",27205,0.9399999976,0.5299999714,0.5600000024,0.8399999738,0.0500000007,75.3499984741,21.0599994659,2.4100000858,1.2000000477,0.269895059,0.1318320944,0.1380629646,0.1376257105,0.3225841714,NA,245.56919610106,35700,41700,44700,47200,49100,32000,40000,42200,56600
"7","Central Alabama Community College","Alexander City","AL","Town","Public",11475,0.5299999714,0.8600000143,0.7200000286,0.4699999988,0.25,71.5100021362,26.8999996185,1.0099999905,0.2199999988,0.6363636364,0.1695804196,0.111013986,0.0576923077,0.0253496503,NA,97.0696258103897,25300,26600,28000,29400,31400,23000,30400,28700,37500
"8","Athens State University","Athens","AL","Town","Public",NA,0.8700000048,0.6800000072,0.7200000286,0.2199999988,0.4600000083,83.8899993896,12.2600002289,2.4000000954,0.6499999762,0.5099295324,0.1825752723,0.1633568225,0.0909673286,0.0531710442,NA,191.637030759455,34600,37500,38200,42100,41500,31100,43200,36800,51600
"9","Auburn University at Montgomery","Montgomery","AL","City","Public",18665,0.9100000262,0.6700000167,0.6800000072,0.5899999738,0.1400000006,59.9700012207,37.2099990845,1.6200000048,0.9100000262,0.5425434584,0.1738334858,0.1193961574,0.0983531565,0.065873742,NA,229.465026714643,30400,34500,35300,35500,36700,28800,33300,34500,40600
"10","Auburn University","Auburn University","AL","City","Public",29164,0.9599999785,0.4600000083,0.4900000095,0.8700000048,0.0399999991,75.9000015259,19.7999992371,2.8900001049,1.6499999762,0.2626520204,0.1304433111,0.1335817968,0.1571204394,0.3162024323,NA,222.304745944118,39300,44100,47100,49700,52100,34200,43900,43400,60000
"11","Birmingham Southern College","Birmingham","AL","City","Private",46730,0.9499999881,0.349999994,0.5699999928,0.9399999976,0.0099999998,78.9000015259,17.4099998474,2.4600000381,1.3899999857,0.2133333333,0.1244444444,0.1733333333,0.2066666667,0.2822222222,NA,277.622438539514,30200,35600,41500,44700,45300,28500,32000,41600,52200
"12","Chattahoochee Valley Community College","Phenix City","AL","Rural","Public",6920,0.5,0.8799999952,0.7099999785,0.4600000083,0.200000003,57.5299987793,38.6800003052,2.8599998951,0.8500000238,0.6699787083,0.1781405252,0.0894251242,0.0496806246,0.0127750177,NA,97.0851354438277,25100,26400,26900,30200,31200,23900,27500,28400,37900
"13","Concordia College Alabama","Selma","AL","Town","Private",27036,0.1000000015,1,0.3700000048,0.7300000191,0.0500000007,39.2099990845,58.5,1.6200000048,0.5600000024,0.7701375246,0.1335952849,0.0667976424,NA,NA,NA,381.226789905099,19900,21600,22800,23000,24400,17500,21100,22700,29300
"14","South University-Montgomery","Montgomery","AL","City","Private",27628,0.9700000286,0.6600000262,0.7900000215,0.1800000072,0.3700000048,65.2200012207,28.5599994659,6.6100001335,1.7400000095,0.6769562474,0.1472444257,0.0923432899,0.0494320572,0.0340239798,NA,258.493890632695,38200,33600,33700,34900,35500,36500,43800,32900,44600
"15","Enterprise State Community College","Enterprise","AL","Town","Public",9345,0.3600000143,0.8799999952,0.5299999714,0.4900000095,0.25,74.0800018311,21.0499992371,3.2599999905,1.2000000477,0.6604886268,0.149957877,0.1086773378,0.0556023589,0.0252737995,NA,73.9809514990774,31100,32200,32600,29000,30600,23100,38400,26300,39500
"16","James H Faulkner State Community College","Bay Minette","AL","Town","Public",11578,0.6200000048,0.7599999905,0.6899999976,0.5799999833,0.1700000018,76.1699981689,20.2999992371,1.5599999428,0.7699999809,0.6083032491,0.1519253911,0.1101083032,0.0794223827,0.0502406739,NA,113.737311878385,25500,28500,29500,31300,31700,23000,30300,26900,40400
"17","Faulkner University","Montgomery","AL","City","Private",30539,0.9399999976,0.6999999881,0.6899999976,0.3000000119,0.2800000012,64.8799972534,31.8899993896,1.8099999428,1.0499999523,0.5953788286,0.1531434713,0.1198280494,0.0741536808,0.0574959699,NA,224.889684850445,34300,38700,39200,42500,43500,31100,40300,36400,53700
"18","Gadsden State Community College","Gadsden","AL","City","Public",9607,0,1,0.7099999785,0.4499999881,0.25,80.3899993896,16.8299999237,2.1700000763,0.4499999881,0.7561312608,0.1730569948,0.0652849741,NA,NA,NA,NA,23200,25700,26800,29000,29900,21100,27900,26500,37000
"19","New Beginning College of Cosmetology","Albertville","AL","Town","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6518518519,0.1407407407,NA,NA,NA,NA,56.8686559391929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","George C Wallace State Community College-Dothan","Dothan","AL","Rural","Public",8899,0,1,0.75,0.4199999869,0.2199999988,69.3300018311,27.7600002289,1.9199999571,0.5799999833,0.7837190742,0.152434158,NA,NA,NA,NA,NA,24000,26700,27500,30700,31900,23100,26800,26800,42300
"21","George C Wallace State Community College-Hanceville","Hanceville","AL","Town","Public",11483,0.6499999762,0.8199999928,0.6600000262,0.4499999881,0.3100000024,90.5699996948,6.6199998856,2.5499999523,0.3199999928,0.5519601742,0.1717485999,0.152769135,0.0861854387,0.0373366521,NA,113.737311878385,28400,29300,30200,30100,30600,26100,32800,27000,37400
"22","George C Wallace State Community College-Selma","Selma","AL","Town","Public",14195,0,1,0.6999999881,0.5099999905,0.1400000006,43.1500015259,55.3199996948,1.1100000143,0.3300000131,0.8694955965,0.0976781425,NA,NA,NA,NA,NA,23000,24400,25900,27300,29300,20900,26600,27400,33900
"23","Herzing University-Birmingham","Birmingham","AL","Suburb","Private",26546,0.9700000286,0.7599999905,0.5699999928,0.2899999917,0.2399999946,50.3800010681,47.1599998474,1.6799999475,0.7099999785,0.7184713376,0.1388535032,0.0785176607,0.0415749855,0.022582513,NA,245.191795020736,31900,37800,39100,41700,44100,27300,38300,NA,NA
"24","Huntingdon College","Montgomery","AL","City","Private",33434,0.9499999881,0.5299999714,0.5,0.75,0.1199999973,73.1999969482,23.6700000763,1.9099999666,0.9300000072,0.4101382488,0.1950844854,0.1321044547,0.1198156682,0.1428571429,NA,273.770879569087,32000,36400,36100,37700,40300,29900,34100,33600,50000
"25","Heritage Christian University","Florence","AL","City","Private",19530,0.9599999785,0.7599999905,0.2700000107,0.2399999946,0.4300000072,80.4800033569,15.0399999619,4.3600001335,0.8100000024,0.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,43400,NA,NA,NA,NA
"26","J F Drake State Community and Technical College","Huntsville","AL","City","Public",12168,0,1,0.6000000238,0.25,0.2099999934,61.9900016785,33.2900009155,2.1800000668,1.2999999523,0.8489208633,0.1127098321,NA,NA,NA,NA,NA,21800,23000,23500,26400,27300,20300,23900,24400,31600
"27","Jacksonville State University","Jacksonville","AL","City","Public",20030,0.9200000167,0.6999999881,0.5799999833,0.6800000072,0.150000006,76.9599990845,19.7000007629,2.6600000858,0.6700000167,0.4391845197,0.1841741534,0.1592950933,0.1302695232,0.0870767104,NA,240.399318288406,29800,32000,33400,35800,36600,27700,32300,34200,40000
"28","Jefferson Davis Community College","Brewton","AL","Town","Public",9175,0,1,0.6999999881,0.4799999893,0.2300000042,66.8799972534,28.9599990845,1.2200000286,0.4300000072,0.7413533835,0.1954887218,NA,NA,NA,NA,NA,25500,26600,26700,30700,30900,25200,26100,29100,34500
"29","Jefferson State Community College","Birmingham","AL","City","Public",13311,0.5099999905,0.7900000215,0.7300000191,0.4499999881,0.200000003,70.6399993896,26.6900005341,1.8099999428,0.8000000119,0.573346117,0.1701821668,0.1287152445,0.0769415149,0.0508149569,NA,87.8879228151164,27200,29100,29500,32100,33400,25300,31700,30300,39900
"30","John C Calhoun State Community College","Tanner","AL","Rural","Public",9835,0.5799999833,0.8199999928,0.6600000262,0.4199999869,0.25,75.8499984741,19.3700008392,2.5499999523,1.1499999762,0.5804635044,0.1650422352,0.1271388347,0.0742906649,0.0530647607,NA,113.737311878385,26400,28300,29600,30800,31700,23700,31000,29000,37300
"31","Judson College","Marion","AL","Rural","Private",29742,0.9300000072,0.6200000048,0.9700000286,0.7300000191,0.1599999964,72.3000030518,24.6399993896,2.7000000477,0.5699999928,0.7114845938,0.0840336134,0.1120448179,0.0532212885,0.0392156863,NA,NA,20700,25300,28400,32000,33800,NA,NA,NA,NA
"32","Lawson State Community College-Birmingham Campus","Birmingham","AL","City","Public",13595,0,1,0.6999999881,0.5,0.1000000015,33.5200004578,64.4899978638,1.3799999952,0.4799999893,0.8112687155,0.1438140268,NA,NA,NA,NA,NA,22200,24200,25300,25600,26700,21400,23700,24900,31500
"33","University of West Alabama","Livingston","AL","Rural","Public",17848,0.8600000143,0.7599999905,0.5699999928,0.7200000286,0.1199999973,55.4900016785,42.4799995422,1.7100000381,0.400000006,0.5547445255,0.1332116788,0.1268248175,0.1122262774,0.0729927007,NA,273.889786758778,31400,33300,34400,35700,36600,28600,34100,32800,40600
"34","Lurleen B Wallace Community College","Andalusia","AL","Rural","Public",12603,0,1,0.6700000167,0.4900000095,0.2599999905,74.4499969482,23.5799999237,1.1799999475,0.2899999917,0.7308730873,0.1854185419,NA,NA,NA,NA,NA,24200,26300,28100,31600,31800,22100,28500,26100,41700
"35","Marion Military Institute","Marion","AL","Rural","Public",16328,0.8299999833,0.5699999928,0.1299999952,0.8899999857,0,72.2699966431,21.4200000763,7.4299998283,1.6200000048,0.3569553806,0.1391076115,0.157480315,0.1469816273,0.1994750656,NA,118.907189691039,30300,33500,39300,48300,53000,NA,NA,NA,NA
"36","Miles College","Fairfield","AL","Suburb","Private",22168,0.9599999785,0.8899999857,0.5099999905,0.75,0.0299999993,35.8800010681,60.7200012207,2.8199999332,0.9399999976,0.7251344086,0.1465053763,0.0752688172,0.0315860215,0.0215053763,NA,374.009640478634,21700,23100,24500,27600,28700,21000,22200,28900,28400
"37","University of Mobile","Mobile","AL","Rural","Private",32349,0.9499999881,0.6200000048,0.6800000072,0.5299999714,0.2099999934,71.0400009155,25.1000003815,2.3199999332,1.0299999714,0.427390791,0.1452184179,0.1747343566,0.1216056671,0.1310507674,NA,267.541176804839,31600,36300,36800,40100,40900,31700,31500,37300,48800
"38","University of Montevallo","Montevallo","AL","Suburb","Public",22840,0.9200000167,0.6100000143,0.6899999976,0.7699999809,0.0900000036,77.8000030518,19.2999992371,2.0799999237,0.7599999905,0.4220601641,0.1449407475,0.162260711,0.1412944394,0.129443938,NA,241.774505786572,26800,30700,31700,35600,36300,26400,27600,33700,41500
"39","Northwest-Shoals Community College","Muscle Shoals","AL","City","Public",11060,0.4900000095,0.8700000048,0.6399999857,0.5500000119,0.2399999946,85.7900009155,11.1599998474,2.2300000191,0.2800000012,0.6450850662,0.1696597353,0.1082230624,0.0562381853,0.0207939509,NA,113.737311878385,24000,25800,27200,29300,30200,20100,30300,26300,38300
"40","University of North Alabama","Florence","AL","City","Public",16135,0.8799999952,0.6499999762,0.5500000119,0.7300000191,0.1199999973,83.7600021362,13.220000267,2.0499999523,0.5500000119,0.4267310789,0.1561996779,0.1598228663,0.1388888889,0.1183574879,NA,225.789243589846,30600,33700,35600,37300,39500,28400,33200,36000,44200
"41","Northeast Alabama Community College","Rainsville","AL","Rural","Public",8230,0.3899999857,0.9200000167,0.6899999976,0.4199999869,0.3300000131,92.6299972534,2.5699999332,2.8699998856,0.2199999988,0.6395267919,0.1760612387,0.1162143354,0.0501043841,0.0180932498,NA,46.5289003138851,24600,27100,28500,30600,31700,21800,29600,27300,41600
"42","Oakwood University","Huntsville","AL","City","Private",35546,0.9399999976,0.6899999976,0.5600000024,0.8199999928,0.0399999991,54.4000015259,34.9099998474,10.0100002289,3.1700000763,0.4302176697,0.1728553137,0.1549295775,0.1267605634,0.1152368758,NA,320.532424384542,27400,29400,32300,35900,38800,26400,28400,38500,39200
"43","Alabama Southern Community College","Monroeville","AL","Rural","Public",10823,0,1,0.6999999881,0.5799999833,0.1400000006,52.25,46.1500015259,0.9399999976,0.2399999946,0.7939646202,0.1311134235,NA,NA,NA,NA,NA,23400,24200,25900,26400,27500,19900,29400,23200,37400
"44","Prince Institute-Southeast","Montgomery","AL","Suburb","Private",NA,1,0.7900000215,0.8999999762,0.4300000072,0.1400000006,71.8600006104,25.2000007629,1.7300000191,1.0199999809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100,28700,NA,NA,NA,NA
"45","Reid State Technical College","Evergreen","AL","Rural","Public",9233,0,1,0.7599999905,0.349999994,0.2599999905,61.3100013733,36.5400009155,0.9300000072,0.3000000119,0.8296296296,0.1259259259,NA,NA,NA,NA,NA,24200,22200,23200,23700,24200,22300,28800,21400,31000
"46","Bishop State Community College","Mobile","AL","City","Public",10193,0,1,0.6600000262,0.4199999869,0.1700000018,50.0699996948,46.3800010681,1.25,1.0700000525,0.8704623615,0.0989682843,NA,NA,NA,NA,NA,22300,23600,23700,26700,27400,19700,26500,24500,33000
"47","Samford University","Birmingham","AL","Suburb","Private",42270,0.9599999785,0.349999994,0.6499999762,0.8199999928,0.0599999987,80.9100036621,14.6999998093,3.25,1.6900000572,0.2336217553,0.0914709518,0.1458590853,0.1409147095,0.3881334981,NA,232.644501569425,41000,46500,48900,58100,57900,39200,44500,52700,66200
"48","Selma University","Selma","AL","Town","Private",15055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8338658147,0.0862619808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Shelton State Community College","Tuscaloosa","AL","City","Public",13901,0,1,0.6299999952,0.5699999928,0.1199999973,60.9099998474,36.8499984741,1.3500000238,0.6299999952,0.7631993696,0.1639085894,0.0650118203,NA,NA,NA,NA,23600,24700,25700,26900,28500,20900,27400,25100,35300
"50","Snead State Community College","Boaz","AL","Town","Public",10771,0.0199999996,1,0.6899999976,0.4099999964,0.3199999928,90.7600021362,4.2899999619,5.5900001526,0.2599999905,0.6202531646,0.1783659379,0.1185270426,0.0627157652,0.0201380898,NA,64.395998034417,23900,25600,27300,28000,29300,21200,29200,26800,34400
"51","University of South Alabama","Mobile","AL","City","Public",19654,0.8999999762,0.6399999857,0.6499999762,0.5899999738,0.1599999964,71.4300003052,24.6800003052,1.7000000477,1.4600000381,0.4490407674,0.1642685851,0.1380895284,0.1249000799,0.1237010392,NA,253.324012820041,34400,37300,39900,43300,45200,31200,39800,38600,55200
"52","Spring Hill College","Mobile","AL","City","Private",45489,0.9700000286,0.5099999905,0.7099999785,0.8399999738,0.0599999987,72.6600036621,22.5400009155,4.75,1.7599999905,0.2823920266,0.1495016611,0.1544850498,0.1710963455,0.2425249169,NA,NA,34700,36000,40000,46600,50000,32900,38700,45000,58300
"53","Southeastern Bible College","Birmingham","AL","Suburb","Private",18988,0.9700000286,0.6100000143,0.3899999857,0.4699999988,0.2899999917,74.4700012207,22.1299991608,2.7200000286,0.8299999833,0.5180722892,0.2289156627,0.1204819277,NA,NA,NA,235.131212797312,34000,29400,30800,36400,35000,NA,NA,NA,NA
"54","Stillman College","Tuscaloosa","AL","City","Private",26466,0.9399999976,0.8399999738,0.4300000072,0.8700000048,0.0199999996,45.75,49.0499992371,4.4400000572,1.4400000572,0.6798679868,0.1419141914,0.099009901,0.0627062706,0.0165016502,NA,351.551691260465,27400,23800,26300,26700,27900,22100,30100,27200,28600
"55","Talladega College","Talladega","AL","Town","Private",21476,0.8000000119,0.8799999952,0.6000000238,0.8100000024,0.0299999993,43.0900001526,52.1399993896,4.7100000381,1.0700000525,0.7015341702,0.1673640167,0.0906555091,NA,NA,NA,298.017606510434,17900,20900,21100,26300,27300,18500,17200,27100,27700
"56","H Councill Trenholm State Technical College","Montgomery","AL","City","Public",11168,0,1,0.6600000262,0.3300000131,0.1800000072,44.1199989319,53.6800003052,1.2000000477,0.6399999857,0.8004291845,0.1491416309,NA,NA,NA,NA,NA,22400,25900,26200,25900,25800,19000,27300,24400,31000
"57","Troy University","Troy","AL","Rural","Public",17898,0.9300000072,0.7200000286,0.7099999785,0.3199999928,0.2899999917,62.0200004578,34,2.8199999332,1.0700000525,0.5236282905,0.1738027276,0.1338407866,0.0957817951,0.0729464003,NA,258.493890632695,33600,35900,36900,38800,39500,30900,38800,35400,47000
"58","Tuskegee University","Tuskegee","AL","Town","Private",34354,0.9399999976,0.6999999881,0.5299999714,0.9399999976,0,42.8499984741,47.1599998474,8.9899997711,2.8499999046,0.4408163265,0.1893877551,0.1330612245,0.1110204082,0.1257142857,NA,332.133630196137,30600,33900,37100,40100,42500,29800,31400,42000,43200
"59","United States Sports Academy","Daphne","AL","City","Private",NA,0.9399999976,0.6299999952,0.1299999952,0.1199999973,0.5299999714,73.2900009155,16.7099990845,9.0500001907,3.1800000668,0.5747126437,0.183908046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Bevill State Community College","Jasper","AL","Town","Public",13058,0,1,0.7099999785,0.4199999869,0.2700000107,82.7399978638,15.5399999619,1.1200000048,0.25,0.7611524164,0.1631040892,NA,NA,NA,NA,NA,25900,26600,28000,28300,29800,24100,30100,27000,36300
"61","University of Alaska Anchorage","Anchorage","AK","City","Public",14476,0.8500000238,0.5799999833,0.6299999952,0.4600000083,0.2399999946,73.6600036621,4.1799998283,5.0900001526,4.2600002289,0.477398524,0.1851937269,0.145295203,0.0936346863,0.0984778598,NA,193.39995909357,40800,41900,44800,44500,45500,35500,48700,40600,53800
"62","Alaska Bible College","Palmer","AK","Town","Private",17404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","University of Alaska Fairbanks","Fairbanks","AK","Suburb","Public",16025,0.8100000024,0.6399999857,0.5799999833,0.5099999905,0.2099999934,69.3499984741,4.6799998283,4.6799998283,2.4900000095,0.448895737,0.1895223421,0.1479198767,0.103749358,0.1099126862,NA,175.522521617412,35000,36800,39000,41600,43300,29100,42000,35800,52600
"64","University of Alaska Southeast","Juneau","AK","Town","Public",18474,0.8199999928,0.6000000238,0.6600000262,0.4300000072,0.2300000042,73.9300003052,1.3500000238,4.6199998856,3.5899999142,0.4728971963,0.2056074766,0.1420560748,0.1065420561,0.0728971963,NA,173.190906723905,32400,35000,37000,38600,41700,30700,35200,38400,47600
"65","Alaska Pacific University","Anchorage","AK","City","Private",31435,0.9399999976,0.5500000119,0.6399999857,0.4799999893,0.2199999988,73.1299972534,4.4499998093,6.8899998665,4.1100001335,0.3741007194,0.1942446043,0.1654676259,0.1223021583,0.1438848921,NA,240.399318288406,39900,39500,41100,48800,49300,38600,42100,NA,NA
"66","AVTEC-Alaska's Institute of Technology","Seward","AK","Rural","Public",NA,0.5799999833,0.7599999905,0.3199999928,0.349999994,0.1800000072,54.9500007629,1.7000000477,2.6800000668,2.2699999809,0.6123595506,0.1292134831,0.1179775281,0.0617977528,0.0786516854,NA,NA,35900,38300,39000,39100,41400,NA,NA,NA,NA
"67","Charter College-Anchorage","Anchorage","AK","City","Private",30017,0.9800000191,0.5299999714,0.6800000072,0.1700000018,0.3799999952,71.1699981689,5.8600001335,5.8499999046,5.4000000954,0.6843291995,0.1518226231,0.0935738444,0.0405862458,0.0296880872,NA,153.803864926453,36500,39900,40700,46300,46600,31500,46500,38400,54100
"68","Alaska Career College","Anchorage","AK","City","Private",NA,0.9100000262,0.6700000167,0.8500000238,0.200000003,0.2899999917,68.2300033569,5.8200001717,5.6100001335,5.1500000954,0.6524216524,0.1766381766,0.0911680912,0.0527065527,0.0270655271,NA,87.236518210722,28500,27600,28000,29600,31200,28000,30900,30300,35600
"69","Empire Beauty School-Tucson","Tucson","AZ","City","Private",NA,0.9200000167,0.7300000191,0.9700000286,0.3899999857,0.2099999934,73.7799987793,3.2000000477,32.8199996948,1.8899999857,0.7622180451,0.1085526316,0.0676691729,0.0380639098,0.0234962406,NA,117.614720237876,20000,20000,20100,23200,22700,NA,NA,NA,NA
"70","Thunderbird School of Global Management","Glendale","AZ","Suburb","Public",NA,1,0,0.3400000036,0,0.3000000119,81.0800018311,5.5599999428,11.3199996948,5.0399999619,0.4277104909,0.1701480311,0.1419460535,0.1083026154,0.1518928091,NA,209.674734447804,102400,108400,126800,155200,NA,NA,NA,NA,NA
"71","American Indian College of the Assemblies of God Inc","Phoenix","AZ","City","Private",22928,0.2399999946,1,0.6299999952,0.4900000095,0.2199999988,48.1599998474,2.3199999332,16.3899993896,1.1699999571,0.7068965517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","American Institute of Technology","Phoenix","AZ","City","Private",NA,0.9700000286,0.5899999738,0.150000006,0.0299999993,0.3899999857,71.7699966431,6.9099998474,26.6599998474,3.2400000095,0.6971061093,0.1749196141,0.0874598071,0.031511254,0.0090032154,NA,63.3827019831369,29100,31900,33300,31600,31800,23600,29900,26200,32500
"73","Carrington College-Phoenix","Phoenix","AZ","City","Private",NA,0.8999999762,0.8199999928,0.8399999738,0.3199999928,0.2199999988,68.8700027466,3.3900001049,32.2999992371,1.8500000238,0.7327430066,0.1404709197,0.0752666533,0.0350171061,0.0165023143,NA,98.2276784404242,23900,25200,25100,28700,28400,22900,29000,26000,37300
"74","Carrington College-Mesa","Mesa","AZ","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7327430066,0.1404709197,0.0752666533,0.0350171061,0.0165023143,NA,98.2276784404242,23900,25200,25100,28700,28400,22900,29000,26000,37300
"75","Carrington College-Tucson","Tucson","AZ","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7327430066,0.1404709197,0.0752666533,0.0350171061,0.0165023143,NA,98.2276784404242,23900,25200,25100,28700,28400,22900,29000,26000,37300
"76","College America-Flagstaff","Flagstaff","AZ","City","Private",30875,0.9300000072,0.8700000048,0.7900000215,0.3899999857,0.1700000018,44.0800018311,1.9199999571,14.6099996567,0.9700000286,0.8173076923,0.1048951049,0.0620629371,NA,NA,NA,264.739103030381,20400,22700,21700,NA,NA,18600,26800,NA,NA
"77","Arizona Academy of Beauty-East","Tucson","AZ","City","Private",NA,0.8700000048,0.8700000048,0.9499999881,0.2700000107,0.3100000024,71.5400009155,3.9900000095,35.8899993896,1.8400000334,0.698630137,NA,NA,NA,NA,NA,57.9181411351617,14500,20600,19500,20700,20000,NA,NA,NA,NA
"78","Arizona Automotive Institute","Glendale","AZ","Suburb","Private",NA,0.8999999762,0.8299999833,0.0700000003,0.4799999893,0.1800000072,63.1399993896,4.5199999809,35.1800003052,2.5699999332,0.7481135465,0.1313330938,0.0729428674,0.0287459576,0.0188645347,NA,98.2276784404242,27500,29900,31200,33200,35700,21000,27900,NA,NA
"79","Brookline College-Phoenix","Phoenix","AZ","City","Private",NA,0.8399999738,0.9499999881,0.8600000143,0.1599999964,0.25,65.5899963379,4.0599999428,40.7299995422,1.6699999571,0.7775752051,0.1245821939,0.0580370708,0.0240048617,0.0158006685,NA,98.2276784404242,20500,21400,21900,24000,24100,20000,23400,22500,29000
"80","Arizona State University-Tempe","Tempe","AZ","City","Public",23440,0.8799999952,0.5899999738,0.5500000119,0.6499999762,0.1299999952,78.7600021362,3.4900000095,19.2000007629,2.9000000954,0.4277104909,0.1701480311,0.1419460535,0.1083026154,0.1518928091,NA,209.674734447804,39500,43300,46000,50400,52400,36000,43700,45300,60700
"81","Arizona Western College","Yuma","AZ","City","Public",14398,0.1899999976,0.9700000286,0.6100000143,0.6000000238,0.2099999934,62.8400001526,2.75,61.0499992371,1.0800000429,0.6526412074,0.2149554082,0.1104504917,0.0157786417,0.0061742511,NA,64.6234726581738,24400,27600,28600,28700,29900,22200,27200,26400,34800
"82","University of Arizona","Tucson","AZ","City","Public",23996,0.8600000143,0.6000000238,0.5500000119,0.7599999905,0.0799999982,77.5100021362,3.3499999046,22.5200004578,3.1500000954,0.3713934929,0.1599579058,0.1397000789,0.1172498465,0.2116986758,NA,196.455356880848,38300,43500,46400,49200,53100,34200,43100,46200,61200
"83","Southwest University of Visual Arts-Tucson","Tucson","AZ","City","Private",38376,0.9599999785,0.6800000072,0.6999999881,0.4499999881,0.1899999976,76.1699981689,3.0999999046,29.2199993134,2.1099998951,0.5365853659,0.1869918699,0.1382113821,NA,NA,NA,524.742597984371,24900,29000,30200,27500,29000,24000,26800,27900,30300
"84","Central Arizona College","Coolidge","AZ","Rural","Public",9598,0.3600000143,0.9100000262,0.6999999881,0.4099999964,0.2700000107,66.9899978638,3.2699999809,32.7099990845,0.9800000191,0.6093843395,0.1999402271,0.1282127914,0.0466228332,0.0158398087,NA,98.2276784404242,25800,28900,29100,30400,31200,23300,31300,28000,37400
"85","Brown Mackie College-Tucson","Tucson","AZ","City","Private",24489,0.4799999893,0.9100000262,0.6299999952,0.2899999917,0.2300000042,67.5999984741,3.3599998951,38.9000015259,1.6699999571,0.7571818235,0.120712669,0.0670303523,0.0338924032,0.021182752,NA,229.418497814329,26800,29200,30500,29900,29100,24400,29900,24500,34200
"86","Charles of Italy Beauty College","Lake Havasu City","AZ","City","Private",NA,0.8899999857,0.8399999738,0.9499999881,0.3700000048,0.2899999917,89.8199996948,0.6200000048,11.0100002289,0.8799999952,0.7209302326,0.1627906977,NA,NA,NA,NA,76.4004543153994,15900,15400,16400,20000,21200,NA,NA,NA,NA
"87","Cochise College","Douglas","AZ","Rural","Public",9378,0.3700000048,0.9100000262,0.6200000048,0.4300000072,0.2800000012,74.3099975586,4.9400000572,37.9700012207,1.7200000286,0.6905681191,0.1809156095,0.0921125207,0.0253723111,0.0110314396,NA,62.0385337518469,27700,30300,31600,36200,37500,24100,33000,30800,46000
"88","Empire Beauty School-Flagstaff","Flagstaff","AZ","City","Private",NA,0.9399999976,0.7200000286,0.9399999976,0.3400000036,0.3000000119,81.4400024414,2.0999999046,16.7299995422,1.7100000381,0.7445742905,0.1089315526,0.0726210351,0.041736227,0.0321368948,NA,122.308969291766,19700,20500,21300,20700,22100,NA,NA,NA,NA
